,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
5/11/2022 0:00,-0.015886169,-0.05184119,-0.033209773,-0.032032257,-0.082545828,-0.006927713,-0.005441439,-0.045079629,-0.054845022,-0.003167665,-0.006308364,-0.005420937,-0.003811405,-0.028163295,-0.014083521,0.016220725,-0.005313089,0.001659891,-0.000808319,0.020818629,-0.022938347,-0.018163412,-0.024561911,-0.034857421,0.014802819,-0.00483994,-0.01183878,0.004686702,-0.000854652,-0.011414328,-0.063548398,-0.008524639,-0.023123206,-0.024687936,-0.035177923,-0.026812093,-0.011838469,-0.005194355,-0.045460341,-0.010457214,-0.032965361,0.015715765,0.003465225,-0.005087907,0.003615685,-0.014339267,-0.013890573,-0.022692933,0.003574162,-0.021100751,0.003000372,-0.009128876,0.005750151,0.047936927,-0.040464342,-0.024998555,-0.014119152,-0.017069534,0.003389469,-0.001835122,-0.030416162,-0.020681191,0.008361762,-0.001731909,-0.007525274,-0.022358959,-0.011505753,-0.000290794,-0.016190709,-0.026776966,0.010936498,0.012545468,-0.02504879,-0.000133479,-0.0133163,-0.011867362,-0.002459928,0.010612328,-0.025649177,-0.015077588,-0.001973991,-0.028297901,-0.006646479,-0.018173142,-0.027664743,0.013286155,-0.038951379,-0.017942971,-0.016907506,-0.025962705,-0.012419634,-0.005461148,0.002326854,-0.020809101,-0.019747449,0.002914838,-0.003472393,-0.036950893,-0.012852901,-0.016367059
5/12/2022 0:00,-0.001043884,-0.026894282,-0.019957739,0.014790405,-0.008174387,-0.006676782,-0.007019905,0.013245734,-0.027360192,-0.01117035,-0.000846477,0.009879106,-0.015118849,0.023784194,-0.004062665,-0.012096035,-0.014056917,-0.014208158,0.02731905,0.004539645,-0.008554335,-0.007399818,0.007864493,0.02414785,0.009499846,-0.001523634,0.011153755,0.003110055,0.015332908,0.038905635,0.047724966,0.020124739,0.000961036,-0.00592944,-0.005270702,0.000233405,-0.017852923,0.00375948,-0.011706762,-0.000948387,-0.004006081,0.018387722,0.017824089,-0.000981834,0.014925373,-0.000185287,0.01029062,0.02092982,0.002962228,0.007347091,-0.024073908,-0.009781627,0.009156674,-0.002412614,-0.006401568,0.006705553,0.009840786,-0.003802916,0.004570312,0.001969744,0.027328744,-0.004223478,0.000462008,0.002653379,0.005274781,-0.023080211,-0.007096694,0.016954766,8.34E-05,-0.048303579,-0.010623242,0.016443637,0.004743565,0.003470987,0.001535411,0.011595777,0.003888687,0.005654263,0.017705729,-0.038396252,-0.002884264,0.011200828,0.011816632,0.021719718,0.029926771,-0.009217409,-0.03039744,-0.005035248,0.019887427,0.02958409,-0.003316047,0.001830339,0.009286125,0.005921452,0.031703998,-0.013214993,0.005645764,-0.045881433,0.002156513,0.01836698
5/13/2022 0:00,0.023907867,0.031916407,0.022596557,0.05727556,0.057129094,0.028415309,0.029643603,0.038590198,0.094652178,0.007466038,0.008895306,-0.005734482,0.01378446,0.021885609,0.010724332,0.027117571,0.002851533,0.035985529,-0.009327223,0.029663908,0.028952203,0.026299424,0.02916524,0.043656265,0.019185241,0.019483785,0.029707253,0.018756787,-0.005120144,0.002174444,0.076472962,0.017690094,0.019771669,0.022810484,0.040456337,0.017740423,0.019851661,0.002496822,0.061111871,0.003865051,0.023980959,-0.004623923,0.002785215,0.003480806,0.006085221,0.04735871,0.0402421,0.011997834,0.024656572,0.023146492,0.018829207,0.092579892,0.021378227,0.010254303,0.05049601,0.005137493,0.003161975,0.024812368,0.015428744,-0.006553077,0.047770623,0.006220744,0.010161729,-0.007837087,0.004809711,0.023195953,0.025316316,-0.005393932,0.024866793,0.032970583,0.006402977,0.005267076,0.081544952,0.031751793,0.035665369,0.024153937,0.056686664,0.033233008,0.011322308,0.03575375,0.010220824,0.062176764,0.021810365,-0.001938567,0.045525919,0.02378892,0.085209069,0.006313907,0.013797051,0.068392638,-0.011676061,0.010657748,0.016676263,0.038262813,-0.001760565,0.001334688,0.023114066,0.074521801,-0.003443148,0.021249911
5/16/2022 0:00,-0.004057519,-0.01067226,0.00145518,-0.019853162,-0.058758562,-0.013834488,-0.014787728,0.007149321,-0.024963305,-0.003447535,-0.006969391,0.006954888,0.007869881,-0.000135198,0.009764364,-0.007127501,-0.010236064,-0.00922462,0.015024072,0.023520163,-0.020031692,-0.011299393,-0.009468903,-0.00638803,0.030618978,0.010073577,-0.003767944,0.003651948,0.012833801,0.009402148,-0.006022196,-0.001547147,-0.00209217,-0.005510046,-0.016715646,-0.011926592,-0.010084432,0.017849739,-0.014968924,0.001080708,-0.007559284,0.021125968,0.026574821,-0.004080969,0.022177453,-0.003628093,-0.011316699,0.003762939,0.002169903,-0.007305333,0.004584695,-0.009251523,-0.012437034,0.014172223,-0.032736193,0.009716975,0.002221893,-0.007946311,0.011103509,0.014643926,-0.012336732,-0.02051419,-0.023929332,0.010976612,0.006092333,-0.00377846,-0.011563862,0.009980934,-0.027188757,-0.024764104,0.013996988,0.010703574,-0.042063523,-0.010487532,-0.024152706,-0.005596256,-0.018597182,0.029770587,-0.002184503,-0.014614235,0.021162358,-0.020161093,-0.004423291,0.008037446,-0.043565672,-0.026585542,-0.033333428,-0.000909994,0.001028143,-0.019210483,-0.013783053,-0.003766082,0.013197619,-0.008189516,-0.002084211,0.005469014,0.002486438,-0.029049908,-0.004102786,-0.01870954
5/17/2022 0:00,0.020570387,0.025422535,0.020344217,0.041133274,0.051410178,0.017720301,0.016629976,0.01289743,0.052884656,0.017168345,0.033147191,0.004155487,0.00676584,0.016757494,-0.002836458,0.031292682,0.033898381,0.027689264,0.013222808,0.012754268,0.032895979,0.032652926,0.043729786,0.016854512,0.005895619,-0.005755919,0.02821747,-0.002729113,-0.004438167,0.02316701,0.02171467,0.044025168,0.017122701,-0.008209868,-0.002376306,0.030640711,0.035536638,-0.002039105,0.02704441,-0.11375752,0.043163338,0.007365581,0.006747232,-0.00987535,0.014299703,0.029307332,0.010553258,-0.003594649,0.030151087,0.038457022,0.027096289,0.087330258,0.018868719,0.003682356,0.034149898,0.018746127,0.026294068,0.037922443,0.023600783,0.017032814,0.057566799,0.031128931,0.018113589,0.008422007,0.026708427,0.075642631,0.031406702,0.006068835,0.02191772,0.064490123,0.028476262,0.024735168,0.017950826,0.012075437,0.005189596,0.023717011,0.025736774,0.014407557,-0.014060065,0.034648157,0.026198396,0.056903681,0.011688995,0.012225966,-0.000184756,0.049159133,0.036781596,0.030489059,0.005619379,0.061765482,0.033232383,-0.006199893,0.00930409,0.040650449,0.015102716,0.007884925,0.02257855,0.026954127,0.038378097,0.001247383
5/18/2022 0:00,-0.040311701,-0.05641915,-0.045529703,-0.071561966,-0.068013798,-0.039266625,-0.036850417,-0.051228851,-0.068163088,-0.025301943,-0.017105957,-0.018566052,-0.042941561,-0.05240097,-0.062322192,-0.019656788,-0.030841887,-0.008735154,-0.018309185,-0.015850518,-0.03994842,-0.04426869,-0.061793916,-0.028731818,-0.026360048,-0.061962729,-0.022412565,-0.069625975,-0.015182932,-0.016573341,-0.070161604,-0.015715118,-0.058096081,-0.124513191,-0.039088707,-0.046171159,-0.036604872,-0.001021758,-0.032225702,-0.067910195,-0.066146445,-0.009677462,-0.020603857,-0.043785975,-0.016528873,-0.05634165,-0.021568814,-0.052620726,-0.027292353,-0.026745887,-0.014162713,-0.060407947,-0.031009012,-0.001128864,-0.049909885,-0.059571883,-0.02607258,-0.027010699,-0.025315246,-0.015341436,-0.047072869,-0.049805108,-0.029601099,-0.053934373,-0.024644577,-0.033888303,-0.01993804,-0.00566534,-0.032465754,-0.049451013,-0.024168137,-0.039242398,-0.03309809,-0.010171606,-0.05059571,-0.01570688,-0.043653908,-0.023733853,-0.249303145,-0.035526678,-0.040571411,-0.04605272,-0.026998541,-0.02238425,-0.047591558,-0.044820017,-0.055432434,-0.030052165,-0.045484644,-0.067913382,-0.028049633,-0.072732875,-0.019174031,-0.023925789,0.000633175,-0.015124821,-0.028938243,-0.05957996,-0.031948114,0.07118699
5/19/2022 0:00,-0.006124469,-0.024641304,-0.003699646,0.001927853,-0.000549463,-0.013543361,-0.014728537,-0.004941803,0.010981241,-0.008120339,-0.014822149,-0.008888952,0.015210581,0.009047097,-0.023028212,-0.013100717,-0.012328025,-0.010955734,0.004960224,0.00540538,-0.011121799,-0.137303597,-0.042694261,-0.008796622,-0.007140323,-0.014970898,0.015806993,-0.019607824,-0.004657745,-0.002610881,0.035498579,-0.002660844,-0.00200622,-0.015067597,-0.010995968,-0.008028408,-0.002612196,0.004295382,0.053122551,-0.027444231,0.00091975,-0.000108561,-0.030217824,-0.008872554,-0.000988668,-0.026789748,0.02344006,0.021978069,0.002031803,-0.015737018,-0.007605694,0.004050679,-0.037735072,-0.05349407,0.025529963,-0.028101959,-0.006292881,-0.009047031,-0.007917341,-0.013762632,-0.005388817,-0.018448083,-0.009641255,-0.009359741,-0.019661029,0.009326855,0.004792445,0.003320152,0.002061262,0.012906332,-0.005674785,-0.024672873,0.009118849,0.011360096,0.001589621,0.007180938,0.012955622,0.001244244,-0.050615816,-0.013452988,-0.010985539,-0.023223116,0.005907103,-0.003255525,0.035197113,0.025858632,0.00547744,-0.007913639,-0.00144776,-0.011204645,-0.007567371,0.002789581,-0.039661652,0.006378212,0.00079089,-0.020053785,-0.007364004,0.008093638,-0.005176935,0.02026918
5/20/2022 0:00,0.000436529,0.00174726,-0.002291236,0.00253453,-0.064165057,-0.013371553,-0.012935019,0.011762246,-0.02511091,-0.000328805,-0.008198823,0.01747728,0.015003808,-0.001980889,0.000635077,0.008410567,-0.017126307,0.011919868,0.035932858,0.007899906,-0.006980815,0.029242525,-0.005529113,0.011942774,0.005753376,0.00626555,0.008007463,0.01633333,-0.004679644,-0.000238075,0.015642089,0.007114836,0.01111075,-0.0153689,0.026028198,-0.008569306,-0.007857206,0.008757642,-0.009104305,0.001091746,0.007888625,0.015854108,0.043944516,0.02144107,0.009401396,0.014656112,0.009987524,-0.016874374,0.014419077,0.013065278,0.010786327,-0.032791954,-0.013487337,0.006467582,0.015041567,0.021805328,-0.015053247,-0.007378662,-0.002141131,0.003028,-0.038649056,0.023717141,0.009894588,0.019218417,-0.001883649,-0.000602632,-0.00454256,0.011153348,0.012409951,-0.050652843,-0.043238561,-0.009100764,0.020297584,0.047288314,0,-0.00646954,0.004263354,0.003919247,0.012579115,-0.004935045,-0.140721809,-0.007204498,0.031168184,-0.021298209,0.014692073,0.00594276,-0.02723728,0.008653543,0.024774516,0.004214915,0.007948202,0.001309104,0,0.00932013,0.009008956,-0.003453886,0.007592149,-0.019933464,-0.009540366,-0.057645358
5/23/2022 0:00,0.018710022,0.040119327,0.032031964,-0.000316051,0.016568714,0.023689737,0.021529852,0.013898949,0.012219931,0.020227017,0.061871556,0.020415109,0.013073063,-0.004039051,0.022991847,0.042857956,0.059362013,0.036438746,0.007813974,0.022098816,0.033294315,0.00954817,-0.030983487,0.019218756,0.023239212,0.020898832,0.000108032,0.030829763,-0.019733914,0.020709413,0.005849189,0.015807079,0.024363066,0.031337811,0.004196765,0.008403357,0.051595892,0.002826586,0.007946354,0.028523497,0.003951306,0.002993098,0.012548056,0.017485359,0.016666611,0.00583326,0.005242244,0.008446602,0.016625544,0.000706653,0.018674505,0.016791441,0.015497743,0.01739994,0.00976124,0.019586095,-0.000895856,0.037041628,0.016873217,0.006693614,0.032594266,0.020544966,0.031447564,0.006741802,0.019427129,0.060703562,0.031975298,0.006222228,0.018436339,0.027920487,0.031998804,0.020937124,0.000408758,0.021041457,0.006348067,0.002790724,0.011594436,0.038087949,-0.009397542,0.037849085,0.07037747,0.010014357,0.023654968,0.003823881,-0.006720097,-0.004371662,0.026399837,0.020705609,0.002706725,0.019362169,0.039684619,0.013891239,0.020160431,-0.00547889,-0.002819552,0.020936014,0.003444526,0.016949164,0.034807459,0.042163536
5/24/2022 0:00,-0.007633818,-0.019216089,-0.003951671,-0.032141104,-0.069254647,-0.049494096,-0.051407485,-0.076186094,-0.044028938,-0.003320434,0.014125167,0.010922873,0.011136357,0.006607674,0.017786942,-0.023752174,-0.006133156,-0.022213879,0.010022659,0.005431907,-0.040064305,0.009688659,-0.004103586,-0.02052809,0.005357507,0.013405819,-0.011509222,0.018453652,0.00729593,0.0044308,-0.03787882,-0.010953589,-0.014397285,0.019162648,-0.0211453,-0.0078572,-0.01209488,0.020334266,-0.031165296,0.01247963,-0.027172299,0.008632571,0.011103774,0.027394998,0.020250719,-0.01233538,-0.004424705,-0.008751635,0.000218367,-0.012181334,0.029221228,-0.041127549,0.000922128,0.036050954,-0.033389836,-0.001605611,0.002004498,-0.00425215,0.012756413,0.005606347,-0.030382932,-0.014420283,-0.020376916,0.009207859,0.015027789,-0.001705532,-0.008401408,0.011443923,0.011185467,-0.037640027,0.007347548,0.020050258,-0.009534186,0.036484544,-0.003319978,-0.012456933,-0.014530036,0.00421952,-0.025666096,-0.021441174,0.004979831,-0.042678456,0.000998622,0.009488774,-0.024342047,-0.026862481,-0.031956289,-0.001080128,0.000306917,-0.025512059,0.006721347,0.015473881,0.01554111,0.001857045,0.010838781,0.022515786,0.000986903,-0.021944494,-0.009731322,-0.010446109
5/25/2022 0:00,0.008834971,0.001139933,0.011170238,0.025696475,0.048777379,-0.001557053,-0.000816627,0.014066654,0.050823375,-0.001714263,0.006964213,-0.009812622,0.001065187,0.019623449,-0.016392221,0.005971367,0.005329592,0.011946457,0.005616953,0.020127059,0.016438684,0.005254825,0.014174033,0.010265797,0.016044933,0.006852552,-0.026511338,0.000781005,0.019113427,0.014627575,0.041532692,-0.005098047,0.001181515,0.00548308,0.017332577,0.012718984,0.019172971,0.011049787,0.018690416,-0.006122597,0.021006838,-0.009404032,0.003431917,-0.002085779,0.006616224,0.008481619,-0.006666646,0.021286926,-0.014477853,0.012808154,0.00160713,0.016344864,0.001520131,0.018289249,0.082123904,-0.001435832,0.002526812,0.003294336,-0.000473442,0.001426092,0.02069036,0.011589179,0.029089896,0.007257749,0.003754903,0.000379638,0.00302584,0.004446412,0.013341873,0.022278023,0.017797281,0.004409527,-0.003300302,0.006846771,-0.000416412,0.000134228,0.019185871,0.015710598,0.0431478,0.031356404,0.017624567,0.018763126,-0.009148744,0.000274466,0.077779138,0.047393691,0.023349436,0.005500012,-0.000122804,0.035267581,0.026767125,-0.010000061,0.018137153,0.002903914,0.010256545,0.010750319,0.007415984,0.021868875,0.017303884,0.025804339
5/26/2022 0:00,0.019981399,0.023199549,0.012875132,0.040294992,0.074271389,0.018784585,0.023209645,0.042430523,0.051605323,0.012506432,0.01729015,-0.000890685,0.008311782,0.031474587,0.008745835,0.023106386,0.023158454,0.014879764,0.005213236,0.0035307,0.022758071,0.02250005,0.035795317,0.015155295,0.006727107,0.006746684,0.010930681,0.003589954,-0.009147198,0.009839754,0.019006506,0.014842334,0.042590394,0.056531341,0.017601083,0.030331733,0.033544816,-0.004879084,0.003744326,0.021317954,0.027508941,-0.015360083,0.021009003,0.016720601,0.000939003,0.043807852,0.005552871,0.037019405,0.01418397,0.024233903,0.003342763,0.065839162,0.01779959,-0.004605379,0.046260734,0.025997991,0.013967713,0.033685931,-0.05779797,0.00453138,0.060259802,0.026206497,0.045896685,0.006690722,0.015391196,0.026375808,0.027723055,0.000158124,0.041238616,0.046452613,0.01758149,0.018602596,0.027731728,-0.021514516,0.01941173,0.033275101,0.003234797,0.017535921,0.043344843,0.030278506,0.013237342,0.040223927,0.016320153,0.008574046,0.005704275,0.034598243,0.03225808,0.020476802,0.017604073,0.04436193,0.031736577,0.002084388,0.011319405,0.010349929,-0.008306484,0.001005342,-0.000297871,0.040022152,0.016589687,0.047206706
5/27/2022 0:00,0.024549088,0.040756665,0.027604341,0.036632084,0.073333063,0.041969472,0.041580539,0.018264363,0.053778503,0.021151953,0.014137922,0.009082785,0.009716599,0.018658512,0.015292208,0.020762413,0.009544579,0.022549995,-0.001481792,0.009830188,0.03512924,0.01400296,0.059238175,0.048017608,0.009570188,0.009758499,0.059691701,0.005909743,-0.003785661,0.000679812,0.019801508,0.015844022,0.043217462,0.012408866,0.016250149,0.024609035,0.00635961,0.008040805,0.059562311,0.01968251,0.036487679,0.008341546,0.031965843,0.01523645,-0.001407136,0.027005445,0.058718192,0.020968545,0.029032509,0.022052507,0.037726832,0.035544325,0.011409564,-0.010178491,0.039515775,0.023264909,0.016830586,0.017058724,-0.003620323,-0.018687916,0.038324588,0.015629208,0.025719102,0.00255616,0.017999969,-0.008689297,0.015295265,0.008733423,0.021595748,0.035230504,0.01948452,0.01738634,0.029802694,0.024618165,0.04004588,0.022724324,0.026242725,0.01281489,0.024142157,0.025579094,0.038042018,0.038526823,0.02317935,0.016798031,0.047090407,0.020017902,0.038871979,0.029228549,0.037371989,0.042831092,0.012142171,0.020159937,-0.001284496,0.026402808,0.005118727,0.005736808,0.006640006,0.030732181,0.014873047,0.007487095
5/31/2022 0:00,-0.005610944,-0.005346094,-0.005013775,0.043970104,-0.001803563,0.01286991,0.010992986,-0.007635963,-0.007389338,-0.00980845,0.007312969,-0.00861454,-0.020370318,-0.018511222,-0.005648191,-0.003335204,0.004862269,0.000251543,-0.016138019,-0.016292514,0.010245177,-0.012494583,-0.005400536,-0.027415791,-0.0203051,-0.023403448,-0.008351575,-0.020098989,-0.017533279,0.00271731,0.01152723,0.006598667,-0.018707972,-0.009644035,-0.029436708,-0.002918,-0.002614816,-0.002140068,0,0.001167555,0.024756687,-0.011280668,-0.031037468,0.00134988,0,0.024657268,-0.010019096,-0.02169005,-0.015016861,-0.006798944,-0.022471738,-0.003911613,-0.012224689,-0.006730911,-0.018983211,-0.001534008,-0.013903764,-0.003585787,0.010799426,-0.009062321,-0.018329489,-0.011816325,-0.006941454,-0.013258536,-0.016440829,-0.003916466,0.000826764,0.005797915,0.003825814,-0.006276956,-0.005940811,-0.003087615,0.023334731,-0.018508515,0.001728705,-0.005967466,-0.006632939,-0.019546166,-0.031470641,-0.004599004,-0.008177874,0.007092314,-0.030944993,-0.001471444,-0.018518145,-0.009894139,0.003668423,-0.007655967,-0.006798432,-0.02069604,0.002056711,-0.003136706,-0.006246515,0.005073014,0.000771545,-0.017085054,-0.008456632,0.002852125,0.012416035,-0.01579188
6/1/2022 0:00,-0.008088502,-0.000873439,0.002022948,0.012266043,-0.02359349,0.001142712,0.000859351,-0.025821111,-0.018851799,-0.011931196,-0.01754505,-0.010137528,-0.008514839,-0.012165437,-0.015147434,-0.010557539,-0.014247336,-0.0022634,-0.012632044,0.019166562,-0.011318363,0.003995617,-0.011221603,0.004033789,0.009504125,-0.007511122,-0.019997716,-0.004891091,-0.009160542,-0.00790418,-0.022943673,-0.020262207,0.000636681,-0.019797476,0.098789324,-0.006978862,-0.013327565,0.002144658,-0.032038443,-0.024722134,-0.017196529,-0.009670734,-0.007529408,-0.01161731,-0.003287912,-0.00143033,-0.010688964,-0.01833077,-0.0156154,-0.013238277,0.006341498,-0.006283128,0.00700705,-0.004611835,-0.01469376,-0.011083791,-0.008831708,-0.013234273,-0.023664576,-0.006494333,-0.024128236,-0.004449437,-0.007560612,-0.002170525,-0.003259076,-0.019097577,-0.015297459,-0.012931303,-0.012808588,-0.005707763,0.007968468,0.004249571,-0.028280384,-0.013938261,-0.012707832,-0.009835279,-0.049420137,0.030170849,-0.033110948,-0.018125887,-0.015735927,-0.00392733,-0.049988573,-0.019224338,0.016386086,-0.002224139,-0.009503053,-0.01623754,-0.022874798,-0.027383024,-0.016931896,-0.010226631,-0.000184858,-0.02155574,-0.001233678,-0.001840459,-0.027718557,-0.010599865,-0.016485838,-0.016831756
6/2/2022 0:00,0.019043477,0.016811268,0.007928879,0.031450343,0.04677398,0.032754709,0.031619905,0.054177276,0.069432397,0.008776211,0.016088045,-0.003151251,-0.000588752,0.029206779,0.010780061,0.024389099,0.006582615,0.016859862,0.005919471,-0.001737563,0.015386027,0.012381204,0.005439121,0.055289829,-0.001814868,0.008104395,0.024954205,0.010464516,0.004999243,-0.00295935,0.063138212,0.021115689,0.02668668,0.067003661,0.070028887,0.016549483,0.003764489,-0.002140068,0.070804996,0.016420958,0.044136452,-0.012508215,-0.027806257,0.00441273,-0.001413767,0.03985507,0.046973188,0.023002334,0.046288261,0.013186584,0.030851968,0.072811648,0.01838963,0.004254969,0.04527754,0.021306187,0.026731286,0.002352851,0.007363489,0.00146748,0.025074215,0.021508428,0.030185571,0.007147273,0.015082763,0.000763554,0.007456855,-0.02028254,0.039333122,0.07539232,0.011168811,0.005163882,0.041164117,0.038802507,0.029238792,0.006191955,0.050002345,-0.006825068,0.028047553,0.020390911,0.025358369,0.024744946,0.03322191,0.012020186,0.062446031,0.059765848,0.025092296,0.020016336,0.034007848,0.034618929,0.01780321,0.002066558,0.001294397,0.027128759,-0.020225376,0.00412017,0.028026333,0.015677987,0.01696649,0.020320048
6/3/2022 0:00,-0.016411537,-0.038555718,-0.01660712,-0.025185068,-0.0921936,-0.026198196,-0.027024265,-0.040631609,-0.044508092,-0.01273221,-0.013939415,-0.004120783,-0.013509091,-0.002582771,-0.008966817,-0.011160272,-0.013896528,-0.014487142,0.009870936,0.01453882,-0.0198431,-0.011792964,-0.023268642,-0.026105849,0.009090929,-0.010979051,-0.021048902,-0.011925262,0.002861994,-0.019862981,-0.029791802,-0.007999311,-0.005446377,-0.023297317,-0.018524365,-0.03233717,-0.01125094,-0.00935857,-0.020267221,-0.017175149,-0.034062932,-0.001000022,-0.00257921,-0.002570276,-0.013685794,-0.017505363,-0.026385219,-0.003467224,-0.003841739,-0.024841547,0.002165186,-0.021088437,-0.0061671,-0.006496657,-0.041957524,0.007714446,-0.011266785,-0.012675867,-0.030659857,0.001332089,-0.020199396,-0.018457783,-0.022324607,-0.023963775,0.000935258,-0.020980334,-0.017178117,0.000684704,-0.014480338,-0.008896797,0.013181717,0.007349224,-0.004658652,0.016656768,-0.015130479,-0.013205124,-0.041459501,0.027487741,0.000807825,-0.01365731,-0.000221381,-0.072044561,-0.020726455,-0.014914184,-0.02440566,-0.015381303,-0.028077691,-0.013544385,-0.021366498,-0.017809887,-0.012591757,-0.009993716,-0.006094236,-0.023635064,-0.000157518,0.003581964,-0.022910542,-0.032415571,-0.013266304,-0.027285611
6/6/2022 0:00,0.003044746,0.005227658,-0.004703411,0.019942807,0.016047202,0.019901196,0.021354832,0.018188496,0.003525746,0.003891398,-0.003303604,-0.000113399,0.009410797,-0.003900598,-0.00390703,0.001363778,-0.001105216,0.006483762,0.00112781,-0.002522997,-0.007729791,0.001767962,-0.003710266,-0.000698107,-0.004335632,0.004185574,-0.009353196,-0.001588056,-0.004348775,-0.01514097,-0.009247142,-0.001286776,-0.000721483,-0.007936988,-0.01103244,-0.001152326,0.006693447,0.008462983,0.003235858,-0.003590803,-0.00552332,-0.000778612,0.005668864,-0.001167653,0.001913948,-0.005952835,-0.008682544,0.00675378,0.010876718,-0.026518939,0.019062096,-0.006114784,0.00522326,0.008055443,4.89E-05,0.008733683,0.001899248,0.008915772,0.000104649,0.001064192,0.000347893,0.016436768,-0.02868569,0.008640675,0.009135261,0.00136368,0.005742405,-0.012115078,0.005359293,-7.18E-05,0.003275041,0.012041446,-0.000885545,0.002361775,0.002273124,0.000389802,-0.00624455,-0.006264731,-0.008507117,0.001138925,0.005290771,0.007291913,0.008067232,0.001644208,0.000121827,0.004893222,-0.002963045,-0.005301734,0.011833579,0.004435991,-0.001269455,0.000640949,-0.004273521,0.000181555,-0.02237985,0.001626398,-0.003798768,0.005849443,0.008352024,-0.004836416
6/7/2022 0:00,0.009592271,0.017585945,0.013953588,-0.014344105,0.002546056,0.002816242,0.001871642,0.007207176,0.007452333,0.004805382,0.002620889,0.010997701,0.014117274,-0.006976228,0.011147806,0.007326026,0.00553241,0.010773552,0.013143061,0.045831687,-0.000370963,0.005294438,0.02095403,0.009220933,0.019057888,0.006161666,0.014071805,0.006044163,0.017812038,0.008278262,0.007456636,0.003951136,0.005906892,-0.001460401,0.023404598,0.004383871,0.007757157,0.008001573,0.020504537,-0.012012477,0.010324665,0.007123824,0.028810622,0.003507115,0.009551079,0.011976968,0.017175998,-0.005692078,0.000745157,0.012458333,-0.005112864,-0.003502156,0.015899032,-0.000846128,0.018778822,-0.008551254,0.012449331,0.005420068,0.010262958,0.017807321,0.005826123,-0.003837183,-0.008374972,0.002089445,0.033947173,0.013618608,0.003119973,0.003952072,0.006322608,0.011347327,0.015516766,-0.000699977,0.006204111,-0.00452576,0.014155015,0.012986968,0.025504803,0.045408047,-0.023110209,0.009998783,0.013584599,0.004400322,0.017186312,0.004513963,0.028200723,-0.008763289,0.020802414,0.012618969,0.016197875,0.013907794,0.000693252,0.01265016,0.007837317,0.010165138,0.008221837,0.029070146,0.011176844,0.014274293,0.005252458,-0.011015686
6/8/2022 0:00,-0.010872206,-0.005043391,-0.007669723,-0.014796745,0.012474516,0.000379876,7.25E-05,0.005060084,-0.014480549,-0.015654404,-0.015914523,-0.005943618,-0.007181694,-0.014050373,-0.012453976,-0.004661959,-0.012654681,-0.004642631,-0.00908075,0.011802237,-0.004174827,-0.014263753,-0.013316036,-0.010567156,0.005160929,-0.004983206,-0.015339015,-0.005691719,0.000737706,0.004926122,0.021247677,-0.01873708,-0.012690412,-0.008033388,0.010900393,-0.052837047,-0.018473719,-0.001936219,-0.012190927,-0.008673069,-0.020649665,-0.011052214,0.004453797,-0.013376762,-0.004257352,0.005999863,-0.009952617,-0.016355569,-0.021324757,-0.026376372,-0.016169505,-0.032104838,-0.030907065,-0.025780911,-0.005256231,-0.032720495,-0.015686594,-0.024961985,-0.004457373,-0.005353105,-0.027751327,-0.018021709,-0.026077765,-0.02126784,-0.012735095,-0.013243702,-0.021243397,-0.003774218,-0.025308642,-0.008450521,0.011888982,-0.01365729,-0.012583404,-0.006349794,-0.037862502,-0.010769207,-0.015093448,-0.006926834,0.004616005,-0.016183529,-0.034852092,-0.030525705,-0.016750851,-0.00987265,-0.001994312,0.008196081,-0.015283907,-0.010302244,-0.014328434,-0.021607104,-0.019053183,-0.009804006,-0.083688163,-0.011620239,-0.002558365,-0.028248945,-0.01746855,-0.017722158,-0.014268436,0.006224394
